Id;TasaInteres; saldo_sol ;Edad;EstadoCivil;REGION;CrossSell;ratio.ant;Fuga
3364;4,88;914,9;23;Div.Sol.Viu;LIMA_CALLAO;3;1;0
3365;4,16;524,71;55;Div.Sol.Viu;NORTE.SUR;1;1;0
3366;4,16;115885,91;47;Cas.Conv;LIMA_CALLAO;1;0,97;0
3367;4,16;5624,37;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3370;4,16;7240,51;33;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3371;4,16;14219,15;43;Div.Sol.Viu;LIMA_CALLAO;3;0,32;0
3373;4,16;2792,11;30;Div.Sol.Viu;NORTE.SUR;1;1;0
3374;4,16;12139,28;51;Div.Sol.Viu;LIMA_CALLAO;3;0,99;0
3375;4,16;1683,45;29;Div.Sol.Viu;LIMA_CALLAO;3;1;0
3376;4,16;742,73;33;Div.Sol.Viu;NORTE.SUR;1;1;0
3377;4,16;3994,7;42;Cas.Conv;NORTE.SUR;2;0,93;0
3378;4,88;13576,5;44;Div.Sol.Viu;LIMA_CALLAO;2;0,14;0
3379;4,16;3674,12;53;Cas.Conv;LIMA_CALLAO;3;1;0
3380;4,88;4996,13;45;Cas.Conv;LIMA_CALLAO;3;0,24;0
3381;4,16;3020,26;55;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3382;4,16;16499,12;33;Div.Sol.Viu;LIMA_CALLAO;2;0,24;0
3383;4,16;748,48;34;Div.Sol.Viu;NORTE.SUR;2;0,94;0
3384;4,16;13594,22;39;Cas.Conv;LIMA_CALLAO;4;0,08;0
3386;4,16;12331,57;35;Div.Sol.Viu;NORTE.SUR;2;1;0
3387;4,88;18875,93;45;Cas.Conv;LIMA_CALLAO;3;0,22;0
3388;4,88;4737,55;61;Cas.Conv;LIMA_CALLAO;1;1;0
3389;4,16;12007,79;58;Cas.Conv;NORTE.SUR;1;0,93;0
3390;4,16;1794,57;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3391;4,16;1838,1;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3392;4,16;1487,56;46;Cas.Conv;LIMA_CALLAO;1;1;0
3393;4,16;1793,62;43;Div.Sol.Viu;NORTE.SUR;1;1;0
3394;4,16;5692,92;44;Cas.Conv;LIMA_CALLAO;2;0,56;0
3395;4,16;3742,4;29;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
3396;4,88;43962,82;41;Div.Sol.Viu;LIMA_CALLAO;2;0,81;0
3397;4,16;4879,24;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3398;4,16;24929,88;50;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3399;4,16;16854,26;28;Div.Sol.Viu;LIMA_CALLAO;1;0,94;0
3400;4,88;1721,82;31;Div.Sol.Viu;LIMA_CALLAO;2;0,84;0
3401;4,88;979,47;55;Cas.Conv;LIMA_CALLAO;1;1;0
3402;4,16;1981,07;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3403;4,16;6509,95;36;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3404;4,16;12030,47;36;Div.Sol.Viu;LIMA_CALLAO;2;0,35;0
3405;4,16;2672,73;50;Cas.Conv;NORTE.SUR;1;0,27;0
3407;4,16;5005,68;29;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3408;4,88;544,09;43;Cas.Conv;NORTE.SUR;1;0,2;0
3410;4,16;5897,82;34;Cas.Conv;LIMA_CALLAO;1;1;0
3411;4,16;41334,99;47;Div.Sol.Viu;LIMA_CALLAO;3;0,55;0
3412;4,88;1860,04;30;Cas.Conv;NORTE.SUR;3;0,85;0
3413;4,16;92768,66;46;Cas.Conv;NORTE.SUR;2;0,76;0
3414;4,16;16794,79;49;Cas.Conv;NORTE.SUR;1;0,82;0
3415;4,16;7415,31;39;Div.Sol.Viu;LIMA_CALLAO;1;0,89;0
3416;4,16;10041,92;44;Div.Sol.Viu;LIMA_CALLAO;2;0,11;0
3417;4,88;740,91;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3418;4,16;18043,3;36;Div.Sol.Viu;LIMA_CALLAO;4;0,3;0
3419;4,16;6755,38;45;Cas.Conv;LIMA_CALLAO;1;0,37;0
3420;4,16;13852,43;54;Div.Sol.Viu;NORTE.SUR;2;0,78;0
3421;4,16;3546,11;26;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
3422;4,16;2486,37;43;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3423;4,16;5532,67;29;Div.Sol.Viu;NORTE.SUR;1;1;0
3424;4,16;4810,15;46;Div.Sol.Viu;LIMA_CALLAO;2;0,63;0
3425;4,88;1806,66;47;Cas.Conv;LIMA_CALLAO;1;0,24;0
3426;4,88;793,15;65;Cas.Conv;LIMA_CALLAO;1;0,12;0
3427;4,16;26623,65;39;Div.Sol.Viu;LIMA_CALLAO;4;0,35;0
3428;4,16;5320,89;62;Div.Sol.Viu;LIMA_CALLAO;1;0,79;0
3429;4,16;1562,71;62;Div.Sol.Viu;NORTE.SUR;1;1;0
3430;4,16;17454,36;48;Div.Sol.Viu;NORTE.SUR;2;0,98;0
3431;4,16;12309,31;42;Cas.Conv;LIMA_CALLAO;3;1;0
3432;4,16;8787,91;28;Div.Sol.Viu;LIMA_CALLAO;1;0,98;0
3433;4,16;18031,61;37;Div.Sol.Viu;LIMA_CALLAO;2;0,57;0
3434;4,88;5894,8;42;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3435;4,16;8644,59;48;Cas.Conv;LIMA_CALLAO;2;0,96;0
3436;4,16;3507,44;43;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3437;4,16;7697,33;35;Cas.Conv;LIMA_CALLAO;2;0,73;0
3438;4,16;19539,83;53;Div.Sol.Viu;LIMA_CALLAO;3;0,17;0
3439;4,16;789,49;50;Cas.Conv;LIMA_CALLAO;1;0,8;0
3440;4,16;32295,52;54;Cas.Conv;LIMA_CALLAO;3;0,86;0
3441;4,16;3480,8;41;Div.Sol.Viu;LIMA_CALLAO;3;1;0
3442;4,16;1635,01;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3443;4,16;664,39;44;Cas.Conv;LIMA_CALLAO;1;1;0
3444;4,88;3559,17;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3445;4,88;1226,69;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3446;4,16;3949,86;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3447;4,16;3256,63;47;Div.Sol.Viu;LIMA_CALLAO;2;0,88;0
3448;4,88;4456,3;28;Div.Sol.Viu;LIMA_CALLAO;1;0,35;0
3449;4,16;5961,74;42;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3450;4,16;9743,15;42;Div.Sol.Viu;LIMA_CALLAO;3;0,96;0
3451;4,16;878,93;28;Div.Sol.Viu;LIMA_CALLAO;2;0,98;0
3452;4,16;4980,04;35;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3453;4,16;9601,79;57;Cas.Conv;LIMA_CALLAO;1;0,17;0
3455;4,16;650,42;35;Cas.Conv;NORTE.SUR;1;1;0
3456;4,16;95552,01;45;Cas.Conv;LIMA_CALLAO;3;0,52;0
3457;4,16;1335,81;48;Div.Sol.Viu;NORTE.SUR;1;0,97;0
3458;4,16;7697,08;62;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3460;4,16;11428,83;62;Div.Sol.Viu;LIMA_CALLAO;5;0,6;0
3461;4,16;1802,15;40;Cas.Conv;LIMA_CALLAO;1;1;0
3462;4,16;1585,75;54;Div.Sol.Viu;LIMA_CALLAO;2;0,56;0
3463;4,88;5454,45;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3464;4,88;5566,06;61;Div.Sol.Viu;LIMA_CALLAO;1;0,77;0
3465;4,16;2117,38;24;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3467;4,16;2135,1;44;Div.Sol.Viu;NORTE.SUR;2;0,52;0
3469;4,16;1462,61;38;Cas.Conv;NORTE.SUR;1;1;0
3470;4,88;786,56;46;Cas.Conv;NORTE.SUR;3;0,69;0
3471;4,16;19858,47;42;Div.Sol.Viu;LIMA_CALLAO;3;0,99;0
3472;4,16;2171,42;45;Div.Sol.Viu;NORTE.SUR;1;0,77;0
3473;4,16;6011,58;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3475;4,16;1743,27;25;Div.Sol.Viu;LIMA_CALLAO;3;0,76;0
3476;4,16;5845,02;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3477;4,16;12235,57;31;Div.Sol.Viu;NORTE.SUR;1;0,96;0
3479;4,88;3998,49;30;Div.Sol.Viu;NORTE.SUR;2;0,75;0
3481;4,88;1216,79;26;Div.Sol.Viu;NORTE.SUR;3;0,81;0
3482;4,16;13653,41;41;Cas.Conv;NORTE.SUR;3;0,89;0
3483;4,88;13305,03;34;Cas.Conv;LIMA_CALLAO;2;0,2;0
3484;4,16;5926,44;31;Div.Sol.Viu;LIMA_CALLAO;4;0,95;0
3485;4,16;2030,63;37;Div.Sol.Viu;NORTE.SUR;1;1;0
3486;4,16;1259,57;39;Div.Sol.Viu;LIMA_CALLAO;3;0,18;0
3487;4,16;6100,46;44;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3488;4,16;28743,47;39;Div.Sol.Viu;LIMA_CALLAO;3;1;0
3490;4,16;3660,18;59;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
3491;4,16;54631,31;42;Div.Sol.Viu;LIMA_CALLAO;2;0,28;0
3493;4,88;1386,34;60;Cas.Conv;LIMA_CALLAO;3;0,88;0
3494;4,16;3878,37;57;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
3495;4,88;2259,62;35;Div.Sol.Viu;NORTE.SUR;1;0,28;0
3496;4,16;11892,33;36;Div.Sol.Viu;NORTE.SUR;2;0,87;0
3497;4,16;5482,98;53;Div.Sol.Viu;NORTE.SUR;2;0,67;0
3500;4,16;8156,14;39;Div.Sol.Viu;NORTE.SUR;2;0,96;0
3501;4,16;3650,44;37;Cas.Conv;NORTE.SUR;1;1;0
3502;4,16;10538,69;46;Div.Sol.Viu;LIMA_CALLAO;2;0,53;0
3504;4,16;5690,12;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3506;4,16;5238,2;39;Div.Sol.Viu;NORTE.SUR;1;1;0
3507;4,16;84130,45;39;Cas.Conv;NORTE.SUR;2;0,99;0
3508;4,88;5765,27;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3510;4,16;14245,73;52;Div.Sol.Viu;NORTE.SUR;1;0,72;0
3511;4,88;2749,72;26;Div.Sol.Viu;LIMA_CALLAO;1;0,31;0
3512;4,88;682,4;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3513;4,88;740,65;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3514;4,16;5027,3;38;Div.Sol.Viu;LIMA_CALLAO;3;0,91;0
3515;4,16;18988,14;47;Div.Sol.Viu;LIMA_CALLAO;1;0,18;0
3516;4,16;32766,84;54;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3517;4,88;4199,7;34;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3518;4,16;8643,4;61;Cas.Conv;NORTE.SUR;3;0,6;0
3519;4,88;599,35;21;Div.Sol.Viu;LIMA_CALLAO;1;0,38;0
3520;4,16;5250,04;40;Div.Sol.Viu;NORTE.SUR;1;1;0
3521;4,88;641,69;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3522;4,88;7639,07;29;Div.Sol.Viu;LIMA_CALLAO;2;0,9;0
3523;4,16;9405,1;55;Div.Sol.Viu;LIMA_CALLAO;1;0,5;0
3524;4,16;11426,65;21;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3525;4,16;3898,15;59;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3526;4,16;3497,52;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3527;4,16;2910,67;28;Div.Sol.Viu;LIMA_CALLAO;1;0,67;0
3528;4,16;916,31;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3529;4,16;7001,21;58;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3530;4,16;2043,38;28;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3531;4,88;2912,73;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3532;4,16;4684,68;49;Cas.Conv;LIMA_CALLAO;2;0,66;0
3533;4,88;910,46;31;Div.Sol.Viu;NORTE.SUR;2;0,85;0
3534;4,88;781,81;49;Cas.Conv;LIMA_CALLAO;2;0,12;0
3535;4,16;3591,36;40;Div.Sol.Viu;NORTE.SUR;2;0,99;0
3536;4,16;4519,4;49;Div.Sol.Viu;NORTE.SUR;3;0,4;0
3537;4,88;3394,85;26;Div.Sol.Viu;LIMA_CALLAO;2;0,35;0
3538;4,16;14347,69;48;Cas.Conv;LIMA_CALLAO;1;1;0
3539;4,16;1696,63;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3540;4,88;2144,49;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3541;4,16;5716,17;29;Div.Sol.Viu;NORTE.SUR;1;1;0
3542;4,16;51088,5;55;Cas.Conv;LIMA_CALLAO;1;0,7;0
3543;4,16;1644,19;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3544;4,16;1007,18;64;Div.Sol.Viu;NORTE.SUR;1;0,99;0
3545;4,16;20152,7;30;Div.Sol.Viu;LIMA_CALLAO;2;0,93;0
3546;4,16;1662,38;37;Div.Sol.Viu;NORTE.SUR;1;1;0
3547;4,16;2326,92;23;Div.Sol.Viu;LIMA_CALLAO;2;0,68;0
3548;4,16;5901,63;53;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
3549;4,16;5974,28;53;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3550;4,16;5427,63;65;Cas.Conv;LIMA_CALLAO;2;1;0
3551;4,16;4570,94;34;Div.Sol.Viu;LIMA_CALLAO;1;0,58;0
3552;4,16;2659,74;41;Div.Sol.Viu;NORTE.SUR;1;0,94;0
3554;4,88;638,64;33;Div.Sol.Viu;NORTE.SUR;1;1;0
3555;4,16;48834,48;51;Cas.Conv;LIMA_CALLAO;3;0,35;0
3556;4,16;5609,91;32;Cas.Conv;NORTE.SUR;2;1;0
3557;4,88;1489,27;26;Div.Sol.Viu;LIMA_CALLAO;2;0,8;0
3558;4,16;1218,04;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3559;4,16;12301,85;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3560;4,16;6133,25;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3561;4,16;24734,94;45;Cas.Conv;LIMA_CALLAO;1;0,83;0
3562;4,16;4830,79;46;Div.Sol.Viu;LIMA_CALLAO;3;0,29;0
3563;4,88;2981,58;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3564;4,16;638,14;37;Div.Sol.Viu;LIMA_CALLAO;2;0,97;0
3565;4,88;758,32;45;Div.Sol.Viu;NORTE.SUR;2;0,3;0
3566;4,88;1066,54;35;Div.Sol.Viu;LIMA_CALLAO;1;0,23;0
3567;4,16;8490,35;50;Cas.Conv;LIMA_CALLAO;1;1;0
3570;4,16;3485,37;24;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3571;4,88;1079,53;45;Cas.Conv;LIMA_CALLAO;2;0,85;0
3572;4,16;657,74;47;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3573;4,16;650,13;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3574;4,88;2056,92;56;Div.Sol.Viu;NORTE.SUR;2;1;0
3575;4,16;1988,89;22;Div.Sol.Viu;LIMA_CALLAO;3;0,78;0
3576;4,16;3800,64;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3577;4,16;3329,83;61;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3578;4,16;807,41;35;Div.Sol.Viu;LIMA_CALLAO;1;0,65;0
3579;4,88;1063,44;24;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3580;4,16;3117,74;41;Div.Sol.Viu;LIMA_CALLAO;2;0,52;0
3581;4,16;15952,93;59;Div.Sol.Viu;LIMA_CALLAO;2;0,26;0
3582;4,16;14156,88;64;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3583;4,88;939,67;50;Cas.Conv;NORTE.SUR;1;1;0
3584;4,88;2224,09;24;Div.Sol.Viu;NORTE.SUR;1;1;0
3585;4,16;4046,53;38;Cas.Conv;LIMA_CALLAO;2;0,9;0
3586;4,88;1376,22;49;Div.Sol.Viu;NORTE.SUR;1;1;0
3588;4,16;38026,7;65;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3589;4,16;3968,19;27;Div.Sol.Viu;NORTE.SUR;1;0,82;0
3591;4,88;906,2;28;Div.Sol.Viu;LIMA_CALLAO;2;0,85;0
3592;4,16;29606,46;40;Div.Sol.Viu;LIMA_CALLAO;3;0,63;0
3593;4,16;5159,8;52;Cas.Conv;LIMA_CALLAO;1;1;0
3594;4,16;1979,18;50;Cas.Conv;LIMA_CALLAO;1;1;0
3595;4,16;4198,2;45;Cas.Conv;NORTE.SUR;2;0,24;0
3596;4,88;6667,29;63;Div.Sol.Viu;LIMA_CALLAO;3;0,22;0
3597;4,16;638,83;34;Div.Sol.Viu;NORTE.SUR;1;0,66;0
3598;4,88;867,64;23;Div.Sol.Viu;NORTE.SUR;2;0,88;0
3599;4,16;1462,33;43;Cas.Conv;LIMA_CALLAO;2;1;0
3600;4,16;31153,7;39;Cas.Conv;LIMA_CALLAO;5;0,64;0
3601;4,16;1334,43;58;Cas.Conv;LIMA_CALLAO;1;1;0
3602;4,88;3200,42;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3603;4,16;5362,75;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3604;4,16;6874,33;39;Div.Sol.Viu;NORTE.SUR;3;0,92;0
3605;4,16;21653,56;58;Cas.Conv;LIMA_CALLAO;2;0,69;0
3606;4,16;6776,4;35;Div.Sol.Viu;LIMA_CALLAO;2;0,73;0
3607;4,16;12151,01;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3608;4,16;29468,53;60;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3609;4,16;99884,78;44;Cas.Conv;NORTE.SUR;1;1;0
3611;4,16;3952,21;26;Div.Sol.Viu;LIMA_CALLAO;2;0,79;0
3612;4,16;5455,85;46;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3613;4,16;37526,09;53;Div.Sol.Viu;LIMA_CALLAO;3;0,28;0
3614;4,16;8438,06;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3615;4,88;38955,47;57;Cas.Conv;LIMA_CALLAO;1;1;0
3616;4,16;4333,34;41;Div.Sol.Viu;NORTE.SUR;1;1;0
3617;4,16;2402,68;44;Div.Sol.Viu;NORTE.SUR;1;1;0
3618;4,16;2561,9;34;Div.Sol.Viu;NORTE.SUR;1;0,94;0
3620;4,16;8717,59;33;Div.Sol.Viu;NORTE.SUR;1;0,74;0
3621;4,88;1370,78;36;Div.Sol.Viu;NORTE.SUR;1;1;0
3622;4,16;25479,05;62;Div.Sol.Viu;LIMA_CALLAO;3;0,23;0
3623;4,16;663,05;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3625;4,16;23345,67;55;Cas.Conv;LIMA_CALLAO;1;1;0
3626;4,16;1321,79;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3628;4,16;6035,11;57;Cas.Conv;NORTE.SUR;1;0,94;0
3629;4,16;2123,59;59;Cas.Conv;LIMA_CALLAO;2;0,9;0
3630;4,16;4307,91;47;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3631;4,16;3226,59;36;Div.Sol.Viu;LIMA_CALLAO;2;0,82;0
3632;4,16;1149,64;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3633;4,16;14286,79;65;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3634;4,16;9434,89;64;Div.Sol.Viu;LIMA_CALLAO;4;1;0
3635;4,88;1255,07;58;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3636;4,88;2237,38;32;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3637;4,16;1354,4;36;Cas.Conv;NORTE.SUR;1;1;0
3638;4,16;22074,65;43;Cas.Conv;LIMA_CALLAO;2;0,81;0
3639;4,16;24796,93;51;Div.Sol.Viu;NORTE.SUR;4;0,97;0
3640;4,16;12373,13;44;Div.Sol.Viu;LIMA_CALLAO;2;0,87;0
3641;4,88;11786,2;56;Div.Sol.Viu;LIMA_CALLAO;3;0,14;0
3642;4,16;11747;28;Div.Sol.Viu;LIMA_CALLAO;2;0,62;0
3643;4,88;587,23;46;Div.Sol.Viu;LIMA_CALLAO;1;0,14;0
3644;4,16;2779,5;62;Div.Sol.Viu;NORTE.SUR;3;1;0
3645;4,16;2990;54;Cas.Conv;NORTE.SUR;1;1;0
3646;4,16;90173,96;51;Cas.Conv;LIMA_CALLAO;2;0,81;0
3647;4,88;682,28;35;Div.Sol.Viu;NORTE.SUR;2;0,92;0
3648;4,16;62459,73;54;Div.Sol.Viu;LIMA_CALLAO;1;0,32;0
3649;4,16;87071,29;62;Cas.Conv;LIMA_CALLAO;4;0,86;0
3650;4,16;708,46;31;Div.Sol.Viu;LIMA_CALLAO;2;0,94;0
3651;4,88;836,71;34;Cas.Conv;LIMA_CALLAO;1;1;0
3652;4,88;735,66;21;Div.Sol.Viu;NORTE.SUR;3;1;0
3653;4,16;10049,16;33;Div.Sol.Viu;LIMA_CALLAO;2;0,49;0
3654;4,88;899,48;31;Cas.Conv;LIMA_CALLAO;2;0,09;0
3655;4,88;13195,34;46;Cas.Conv;LIMA_CALLAO;2;0,17;0
3656;4,16;835,7;64;Cas.Conv;NORTE.SUR;1;1;0
3657;4,16;2054,48;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3659;4,16;8581,24;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3660;4,16;1230,64;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3661;4,16;6581,02;50;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3663;4,16;9649,32;60;Div.Sol.Viu;NORTE.SUR;1;1;0
3664;4,88;900,43;21;Div.Sol.Viu;LIMA_CALLAO;3;0,18;0
3665;4,88;4064,92;47;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3666;4,16;6452,68;42;Div.Sol.Viu;LIMA_CALLAO;3;0,9;0
3667;4,88;22074,65;43;Cas.Conv;LIMA_CALLAO;2;0,13;0
3668;4,16;941,12;46;Div.Sol.Viu;LIMA_CALLAO;1;0,73;0
3669;4,16;10751,53;65;Cas.Conv;LIMA_CALLAO;1;1;0
3670;4,16;2118,96;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3671;4,16;4596,65;56;Div.Sol.Viu;NORTE.SUR;1;1;0
3672;4,16;1487,66;50;Cas.Conv;LIMA_CALLAO;1;0,48;0
3674;4,88;10190;31;Div.Sol.Viu;LIMA_CALLAO;4;0,63;0
3675;4,88;2698,57;37;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3676;4,88;576;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3677;4,16;19511,99;54;Cas.Conv;LIMA_CALLAO;3;0,13;0
3678;4,16;4690,35;38;Div.Sol.Viu;LIMA_CALLAO;3;0,55;0
3679;4,16;6320,61;58;Cas.Conv;NORTE.SUR;1;1;0
3680;4,16;122332,47;59;Cas.Conv;LIMA_CALLAO;2;0,64;0
3681;4,16;2189,77;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3682;4,16;2398,34;31;Div.Sol.Viu;LIMA_CALLAO;3;0,5;0
3683;4,16;4291,87;45;Div.Sol.Viu;NORTE.SUR;1;1;0
3684;4,16;5492,36;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3685;4,88;529,06;20;Div.Sol.Viu;NORTE.SUR;2;1;0
3686;4,88;882,33;22;Cas.Conv;LIMA_CALLAO;2;0,59;0
3687;4,16;3996,91;49;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3688;4,88;760,25;30;Div.Sol.Viu;NORTE.SUR;1;0,6;0
3689;4,16;13203,6;54;Div.Sol.Viu;NORTE.SUR;2;0,99;0
3690;4,16;14004,02;34;Div.Sol.Viu;LIMA_CALLAO;2;0,29;0
3691;4,16;7063,01;37;Cas.Conv;LIMA_CALLAO;3;1;0
3692;4,16;518,86;39;Div.Sol.Viu;NORTE.SUR;1;0,97;0
3693;4,16;2445,85;34;Div.Sol.Viu;NORTE.SUR;1;1;0
3694;4,16;2261,45;33;Div.Sol.Viu;NORTE.SUR;1;1;0
3696;4,16;8751,9;32;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3697;4,16;20125,54;40;Div.Sol.Viu;LIMA_CALLAO;2;0,16;0
3698;4,16;3649,79;43;Div.Sol.Viu;NORTE.SUR;2;0,48;0
3699;4,16;3118,03;39;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
3700;4,88;4186,9;37;Div.Sol.Viu;LIMA_CALLAO;1;0,04;0
3701;4,16;3670,3;29;Div.Sol.Viu;LIMA_CALLAO;2;0,75;0
3702;4,16;7950,64;34;Div.Sol.Viu;LIMA_CALLAO;3;0,98;0
3703;4,88;1093,49;24;Cas.Conv;NORTE.SUR;2;1;0
3704;4,88;874,32;34;Div.Sol.Viu;NORTE.SUR;1;1;0
3705;4,16;6633,99;60;Div.Sol.Viu;LIMA_CALLAO;2;0,24;0
3706;4,16;12842,68;32;Div.Sol.Viu;LIMA_CALLAO;3;0,65;0
3707;4,88;2269,62;33;Div.Sol.Viu;LIMA_CALLAO;2;0,29;0
3708;4,16;3990,53;27;Div.Sol.Viu;NORTE.SUR;4;0,97;0
3709;4,16;58420,15;55;Cas.Conv;LIMA_CALLAO;1;0,49;0
3710;4,16;3942,64;52;Cas.Conv;LIMA_CALLAO;1;1;0
3711;4,16;1498,26;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3712;4,16;3978,98;43;Cas.Conv;LIMA_CALLAO;2;0,48;0
3713;4,88;2700,41;40;Div.Sol.Viu;NORTE.SUR;1;1;0
3714;4,16;5896,8;50;Div.Sol.Viu;LIMA_CALLAO;3;0,72;0
3715;4,16;1561,03;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3716;4,16;6776,58;38;Div.Sol.Viu;LIMA_CALLAO;1;0,17;0
3717;4,16;594,57;37;Cas.Conv;LIMA_CALLAO;2;1;0
3718;4,88;711,43;27;Cas.Conv;NORTE.SUR;2;0,3;0
3720;4,16;5519,06;28;Div.Sol.Viu;NORTE.SUR;2;0,95;0
3722;4,88;3848,71;28;Div.Sol.Viu;LIMA_CALLAO;2;0,39;0
3723;4,16;1152,04;43;Cas.Conv;LIMA_CALLAO;1;1;0
3724;4,16;4411,59;53;Div.Sol.Viu;LIMA_CALLAO;2;1;0
3725;4,16;54550,16;28;Div.Sol.Viu;LIMA_CALLAO;3;0,81;0
3726;4,16;24561,31;43;Div.Sol.Viu;LIMA_CALLAO;1;0,21;0
3727;4,16;4509,51;51;Div.Sol.Viu;LIMA_CALLAO;3;0,74;0
3728;4,16;39558,79;62;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3729;4,88;502,05;42;Div.Sol.Viu;NORTE.SUR;3;0,15;0
3730;4,16;3221,6;48;Div.Sol.Viu;LIMA_CALLAO;1;1;0
3731;4,16;1972,56;26;Div.Sol.Viu;NORTE.SUR;1;0,51;0
3732;4,16;3206,37;53;Cas.Conv;NORTE.SUR;1;1;0
3733;4,16;9826,96;57;Div.Sol.Viu;LIMA_CALLAO;1;1;0
